execution_id,campaign_id,hardware_epoch,campaign_run_id,result_id,placement,replica,case_id,pair_id,workload_id,workload_family,implementation_id,simulator_name,simulator_version,adapter,mode,batch_enabled,batch_size_effective,shots_per_call,cpu_model,instance_type,image_id,boot_id,repetition,sequence_index,started_at,duration_seconds,api_calls,attempted_shots,accepted_shots,discarded_shots,logical_errors,throughput_attempted_shots_per_second
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,0,25,2026-08-25T10:59:11.687320Z,30.156391218000294,97,9700000,3621785,6078215,0,321656.5248102395
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,1,26,2026-08-25T10:59:41.846597Z,30.135980649000658,97,9700000,3618612,6081388,0,321874.3771101294
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,2,27,2026-08-25T11:00:11.985422Z,30.127209271000083,97,9700000,3620075,6079925,0,321968.0891365218
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,3,28,2026-08-25T11:00:42.114909Z,30.12030032400014,97,9700000,3619201,6080799,0,322041.9416691854
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,4,29,2026-08-25T11:01:12.237554Z,30.122109077999767,97,9700000,3621949,6078051,0,322022.60389145766
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,0,30,2026-08-25T11:01:42.466190Z,30.331063411999935,44,440000,408435,31565,0,14506.580070183823
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,1,31,2026-08-25T11:02:12.799957Z,30.330512887999703,44,440000,408983,31017,0,14506.843376660683
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,2,32,2026-08-25T11:02:43.133206Z,30.327611573000127,44,440000,408764,31236,0,14508.23118533081
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,3,33,2026-08-25T11:03:13.463598Z,30.332713504999674,44,440000,408597,31403,0,14505.790915391588
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,4,34,2026-08-25T11:03:43.798386Z,30.334046429000182,44,440000,408498,31502,0,14505.15350894129
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,0,35,2026-08-25T11:04:15.791346Z,30.046286920999137,191,191,1,190,0,6.3568586861397325
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,1,36,2026-08-25T11:04:45.840693Z,30.317417596000496,192,192,3,189,0,6.332993217249771
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,2,37,2026-08-25T11:05:16.161744Z,30.114395142998546,176,176,3,173,0,5.844381039840316
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,3,38,2026-08-25T11:05:46.279129Z,30.092314573000294,191,191,0,191,0,6.347135563024148
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,058afb4b-0779-47fb-92a3-ff819325b33d,3,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,272f026d-612e-4e7c-8486-8e6f2662eff6,4,39,2026-08-25T11:06:16.375163Z,30.09974204100149,185,185,2,183,0,6.146232075610326
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d3-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,0,2026-08-24T19:27:33.363883Z,30.03260521599782,358,35800000,24586644,11213356,20,1192037.7783586353
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d3-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,1,2026-08-24T19:28:03.400497Z,30.05369254400125,359,35900000,24654446,11245554,26,1194528.7570716722
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d3-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,2,2026-08-24T19:28:33.458255Z,30.073789475002513,358,35800000,24586158,11213842,23,1190405.3537967717
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d3-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,3,2026-08-24T19:29:03.536069Z,30.026728504000175,357,35700000,24518109,11181891,31,1188940.7131131196
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d3-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,4,2026-08-24T19:29:33.566961Z,30.022426737998558,357,35700000,24514067,11185933,25,1189111.0705856264
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d5-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,5,2026-08-24T19:30:03.706049Z,30.082981180999468,253,5060000,728055,4331945,0,168201.41493144026
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d5-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,6,2026-08-24T19:30:33.791705Z,30.092811596001184,253,5060000,728239,4331761,0,168146.46859625395
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d5-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,7,2026-08-24T19:31:03.887266Z,30.087283647999584,253,5060000,728435,4331565,0,168177.36221051065
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d5-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,8,2026-08-24T19:31:33.977123Z,30.013173054999015,251,5020000,723609,4296391,0,167259.88920934388
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,msc-d5-inject-cultivate-p1e-3--clifft-0.9.0,,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,9,2026-08-24T19:32:03.993765Z,30.09862768800076,253,5060000,726848,4333152,0,168113.97690457627
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,distillation-color-code-85q-p5e-2--clifft-0.9.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,10,2026-08-24T19:32:34.214953Z,30.130400295998925,174,17400000,1387446,16012554,584916,577489.8384709008
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,distillation-color-code-85q-p5e-2--clifft-0.9.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,11,2026-08-24T19:33:04.348612Z,30.120956644998614,174,17400000,1389830,16010170,586446,577670.8955520227
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,distillation-color-code-85q-p5e-2--clifft-0.9.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,12,2026-08-24T19:33:34.472795Z,30.117057395000074,174,17400000,1386573,16013427,584816,577745.6864988637
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,distillation-color-code-85q-p5e-2--clifft-0.9.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,13,2026-08-24T19:34:04.593056Z,30.12563029099988,174,17400000,1388600,16011400,586018,577581.2765384133
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,distillation-color-code-85q-p5e-2--clifft-0.9.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,14,2026-08-24T19:34:34.721998Z,30.136108779000324,174,17400000,1388228,16011772,586122,577380.4484049646
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,surface-code-d7-r7-p1e-3--clifft-0.9.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,15,2026-08-24T19:35:04.975911Z,30.100343778001616,146,14600000,1283509,13316491,0,485044.2941010591
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,surface-code-d7-r7-p1e-3--clifft-0.9.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,16,2026-08-24T19:35:35.078717Z,30.110508266999886,146,14600000,1285281,13314719,0,484880.5563339199
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,surface-code-d7-r7-p1e-3--clifft-0.9.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,17,2026-08-24T19:36:05.191490Z,30.109749389998115,146,14600000,1283329,13316671,0,484892.7771165655
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,surface-code-d7-r7-p1e-3--clifft-0.9.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,18,2026-08-24T19:36:35.304463Z,30.10436562300174,146,14600000,1282921,13317079,0,484979.4937663336
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,surface-code-d7-r7-p1e-3--clifft-0.9.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,19,2026-08-24T19:37:05.412007Z,30.10253432300101,146,14600000,1282818,13317182,0,485008.99769240705
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,20,2026-08-24T19:37:35.619043Z,30.005982811000194,565,56500000,55048011,1451989,0,1882957.8206412587
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,21,2026-08-24T19:38:05.629665Z,30.005841529999543,565,56500000,55049792,1450208,1,1882966.6864537646
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,22,2026-08-24T19:38:35.640333Z,30.028351183996847,562,56200000,54756815,1443185,2,1871564.630892919
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,23,2026-08-24T19:39:05.673387Z,30.046769931002245,561,56100000,54660321,1439679,0,1867089.2122123265
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,24,2026-08-24T19:39:35.725008Z,30.00240233699742,565,56500000,55048670,1451330,1,1883182.5320310136
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,25,2026-08-24T19:40:05.833395Z,30.053868232000013,139,13900000,5187068,8712932,0,462502.85962190724
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,26,2026-08-24T19:40:35.889837Z,30.062275453998154,139,13900000,5189819,8710181,0,462373.5159791891
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,27,2026-08-24T19:41:05.955472Z,30.057576503999826,139,13900000,5187823,8712177,1,462445.79958568176
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,28,2026-08-24T19:41:36.016917Z,30.073446881996006,139,13900000,5185235,8714765,0,462201.7574021912
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.9.0,6420ed1c-51bd-48bc-aeba-9677e05cfef0,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.9.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.9.0,Clifft,0.9.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,29,2026-08-24T19:42:06.094009Z,30.05703364900046,139,13900000,5188070,8711930,1,462454.15174102655
